timestamp;duration;seqNum;isFault;cores;args
60;300;1;True;None;taskset -c 0-71 /home/tcrippa/bottleneck_creator/hpas_bin/bin/hpas loadimb -p 72 -H 1000 -l 0 -f 0.01 -d 300
